gender_exclusive,gender_inclusive,sacrebleu,difficulty,origin
Los dibujantes plasman sus ideas en papel a través de sus dibujos.,Dibujantas y dibujantes plasman sus ideas en papel a través de sus dibujos.,83.85766789076253,plural,GPT-3.5_CaDi
Los dietistas ayudan a las personas a mejorar su alimentación.,Las y los especialistas en dietética ayudan a las personas a mejorar su alimentación.,55.12003357447271,plural,GPT-3.5_CaDi
Los dignatarios asistieron a la ceremonia de inauguración.,Dignatarias y dignatarios asistieron a la ceremonia de inauguración.,75.98356856515926,plural,GPT-3.5_CaDi
Los diputados discutieron la nueva ley en el parlamento.,Diputadas y diputados discutieron la nueva ley en el parlamento.,78.60753021519788,plural,GPT-3.5_CaDi
Los directivos están a cargo de la gestión de la empresa.,El equipo directivo está a cargo de la gestión de la empresa.,64.79121525090147,plural,GPT-3.5_CaDi
Los dirigentes políticos lideran el partido con determinación.,La dirigencia política lidera el partido con determinación.,44.63236137853328,plural,GPT-3.5_CaDi
Los discapacitados tienen derecho a acceder a lugares públicos.,Las personas con discapacidad tienen derecho a acceder a lugares públicos.,61.32297420585353,plural,GPT-3.5_CaDi
Los diseñadores crearon una nueva línea de moda.,Las personas diseñadoras crearon una nueva línea de moda.,63.894310424627285,plural,GPT-3.5_CaDi
Los dobladores dan voz a los personajes de la película.,El doblaje da voz a los personajes de la película.,67.86502681586727,plural,GPT-3.5_CaDi
Los dobles realizan las escenas de riesgo en las películas.,Las y los dobles realizan las escenas de riesgo en las películas.,73.61703354503868,plural,GPT-3.5_CaDi
Los docentes enseñan a los estudiantes en la escuela.,El personal docente enseña a los estudiantes en la escuela.,57.067457770559976,plural,GPT-3.5_CaDi
Los doctorandos están realizando su investigación doctoral.,Doctorandas y doctorandos están realizando su investigación doctoral.,72.59795291154772,plural,GPT-3.5_CaDi
Los doctores atienden a los pacientes en el hospital.,Doctoras y doctores atienden a los pacientes en el hospital.,78.60753021519788,plural,GPT-3.5_CaDi
Los dramaturgos escriben obras de teatro.,Dramaturgas y dramaturgos escriben obras de teatro.,68.037493331712,plural,GPT-3.5_CaDi
Los economistas analizan la situación económica del país.,El personal economista analiza la situación económica del país.,51.697315395717055,plural,GPT-3.5_CaDi
Los ediles trabajan en el gobierno local.,Los ayuntamientos trabajan en el gobierno local.,70.71067811865478,plural,GPT-3.5_CaDi
Los editores revisan y mejoran los textos antes de su publicación.,La edición revisa y mejora los textos antes de su publicación.,53.3167536340577,plural,GPT-3.5_CaDi
Los ejecutivos presentaron el nuevo plan de negocios.,La ejecutiva presentó el nuevo plan de negocios.,58.73949094699213,plural,GPT-3.5_CaDi
Los electores votaron en las elecciones presidenciales.,El electorado votó en las elecciones presidenciales.,51.69731539571708,plural,GPT-3.5_CaDi
Los electricistas están reparando el cableado eléctrico.,El personal electricista está reparando el cableado eléctrico.,44.63236137853328,plural,GPT-3.5_CaDi
Los electricistas instalaron nuevas luces en el edificio.,El ramo de electricistas instaló nuevas luces en el edificio.,47.987820666906636,plural,GPT-3.5_CaDi
Los embajadores representan a su país en el extranjero.,Las Embajadas representan a su país en el extranjero.,75.98356856515926,plural,GPT-3.5_CaDi
Los empleadores contratan a nuevos empleados para el proyecto.,Las personas empleadoras contratan a nuevos empleados para el proyecto.,67.86502681586727,plural,GPT-3.5_CaDi
Los empleados trabajan diligentemente para alcanzar los objetivos.,El personal trabaja diligentemente para alcanzar los objetivos.,58.73949094699213,plural,GPT-3.5_CaDi
Los emprendedores están creando sus propias empresas.,Las personas emprendedoras están creando sus propias empresas.,58.73949094699213,plural,GPT-3.5_CaDi
Los empresarios lideran el desarrollo económico del país.,El empresariado lidera el desarrollo económico del país.,58.73949094699213,plural,GPT-3.5_CaDi
Los encargados supervisan el progreso del proyecto.,Las personas encargadas supervisan el progreso del proyecto.,58.73949094699213,plural,GPT-3.5_CaDi
Los enemigos se enfrentaron en una feroz batalla.,Las personas enemigas y enemigos se enfrentaron en una feroz batalla.,61.32297420585353,plural,GPT-3.5_CaDi
Los enfermeros cuidan de los pacientes en el hospital.,El personal de enfermería cuida de los pacientes en el hospital.,51.56626918239821,plural,GPT-3.5_CaDi
Los enfermos reciben tratamiento médico para mejorar su salud.,Las personas enfermas reciben tratamiento médico para mejorar su salud.,67.86502681586727,plural,GPT-3.5_CaDi
Los ensayistas escriben sobre una amplia variedad de temas.,Las y los ensayistas escriben sobre una amplia variedad de temas.,71.02992180127423,plural,GPT-3.5_CaDi
Los entrenadores preparan a los atletas para la competencia.,Las personas entrenadoras preparan a los atletas para la competencia.,67.86502681586727,plural,GPT-3.5_CaDi
Los entrevistadores hacen preguntas durante la entrevista de trabajo.,Quienes entrevistan hacen preguntas durante la entrevista de trabajo.,75.98356856515926,plural,GPT-3.5_CaDi
Los enviados especiales informan desde la zona de conflicto.,Las y los corresponsales informan desde la zona de conflicto.,57.067457770559976,plural,GPT-3.5_CaDi
Los epidemiólogos estudian la propagación de enfermedades.,La epidemiología estudia la propagación de enfermedades.,51.69731539571708,plural,GPT-3.5_CaDi
Los equilibristas realizan acrobacias sobre la cuerda.,Las y los equilibristas realizan acrobacias sobre la cuerda.,63.894310424627285,plural,GPT-3.5_CaDi
Los ermitaños viven en la soledad de las montañas.,Las y los ermitaños viven en la soledad de las montañas.,71.02992180127423,plural,GPT-3.5_CaDi
Los escaparatistas diseñan las vitrinas de las tiendas.,Las y los escaparatistas diseñan las vitrinas de las tiendas.,67.86502681586727,plural,GPT-3.5_CaDi
Los escritores plasman sus ideas en las páginas del libro.,Las personas escritoras plasman sus ideas en las páginas del libro.,71.02992180127423,plural,GPT-3.5_CaDi
Los escultores moldean la arcilla para crear obras de arte.,Artistas de escultura moldean la arcilla para crear obras de arte.,71.02992180127423,plural,GPT-3.5_CaDi
Los especialistas brindan conocimientos expertos en su campo.,El personal especialista brinda conocimientos expertos en su campo.,51.697315395717055,plural,GPT-3.5_CaDi
Los espectadores aplauden al final de la función teatral.,El público que asiste a la representación aplaude al final de la función teatral.,40.016016019225006,plural,GPT-3.5_CaDi
Los espeleólogos exploran las cuevas en busca de nuevas cavernas.,Las y los profesionales de la espeleología exploran las cuevas en busca de nuevas cavernas.,51.29497107827518,plural,GPT-3.5_CaDi
Los esquiroles sustituyen a los trabajadores en huelga.,Las y los esquiroles sustituyen a los trabajadores en huelga.,67.86502681586727,plural,GPT-3.5_CaDi
Los estafadores engañan a las personas con falsas promesas.,Las y los responsables de la estafa engañan a las personas con falsas promesas.,47.587330964125215,plural,GPT-3.5_CaDi
Los estilistas transforman el cabello con cortes y peinados.,El estilismo transforma el cabello con cortes y peinados.,63.894310424627285,plural,GPT-3.5_CaDi
Los estrategas planean cuidadosamente cada movimiento en el juego.,Las y los estrategas planifican cuidadosamente cada movimiento en el juego.,53.3167536340577,plural,GPT-3.5_CaDi
Los estudiantes estudian para los exámenes finales.,El estudiantado estudia para los exámenes finales.,51.69731539571708,plural,GPT-3.5_CaDi
Los eurodiputados representan a sus países en el Parlamento Europeo.,La eurocámara está compuesta por eurodiputadas y eurodiputados que representan a sus países en el Parlamento Europeo.,46.24892603869298,plural,GPT-3.5_CaDi
Los evaluadores analizan el desempeño de los empleados.,Quienes evalúan analizan el desempeño de los empleados.,72.59795291154772,plural,GPT-3.5_CaDi
Los evangelizadores difunden el mensaje religioso a través de la fe.,Quienes evangelizan difunden el mensaje religioso a través de la fe.,80.70557274927978,plural,GPT-3.5_CaDi
Los examinadores revisan las pruebas escritas de los alumnos.,Quienes examinan revisan las pruebas escritas de las y los alumnos.,42.401253518050375,plural,GPT-3.5_CaDi
Los exégetas interpretan los textos sagrados con profundidad.,La exégesis interpreta los textos sagrados con profundidad.,58.73949094699213,plural,GPT-3.5_CaDi
Los expertos ofrecen consejos y soluciones basadas en su experiencia.,Las personas expertas ofrecen consejos y soluciones basadas en su experiencia.,71.02992180127423,plural,GPT-3.5_CaDi
Los exploradores aventureros descubren nuevos lugares y culturas.,Exploradoras y exploradores aventureros descubren nuevos lugares y culturas.,75.98356856515926,plural,GPT-3.5_CaDi
Los exportadores promueven el comercio internacional.,La exportación fomenta el comercio internacional.,41.11336169005198,plural,GPT-3.5_CaDi
Los expositores presentaron sus obras en la galería de arte.,Las personas que exponen presentaron sus obras en la galería de arte.,64.79121525090147,plural,GPT-3.5_CaDi
Los extranjeros están descubriendo nuevos lugares en nuestra ciudad.,Las personas foráneas están descubriendo nuevos lugares en nuestra ciudad.,67.86502681586727,plural,GPT-3.5_CaDi
Los extremistas representan una amenaza para la estabilidad del país.,Las y los extremistas representan una amenaza para la estabilidad del país.,73.61703354503868,plural,GPT-3.5_CaDi
Los fabricantes están innovando en el sector tecnológico.,Las y los fabricantes están innovando en el sector tecnológico.,67.86502681586727,plural,GPT-3.5_CaDi
Los facultativos están brindando atención médica de calidad.,El personal facultativo está brindando atención médica de calidad.,51.697315395717055,plural,GPT-3.5_CaDi
Los farmacéuticos recomendaron el uso de ciertos medicamentos.,El personal farmacéutico recomendó el uso de ciertos medicamentos.,51.697315395717055,plural,GPT-3.5_CaDi
Los fascistas intentaron imponer sus ideas antidemocráticas.,El fascismo intentó imponer sus ideas antidemocráticas.,51.69731539571708,plural,GPT-3.5_CaDi
Los feligreses asistieron a la misa dominical en la iglesia.,La feligresía asistió a la misa dominical en la iglesia.,67.86502681586727,plural,GPT-3.5_CaDi
Los feriantes montaron sus puestos en la plaza del pueblo.,Feriantas y feriantes montaron sus puestos en la plaza del pueblo.,80.70557274927978,plural,GPT-3.5_CaDi
Los fieles rezaron con devoción en el templo.,Las personas fieles rezaron con devoción en el templo.,75.98356856515926,plural,GPT-3.5_CaDi
Los figurantes participaron en la escena del teatro.,Fugirantas y figurantes participaron en la escena del teatro.,75.98356856515926,plural,GPT-3.5_CaDi
Los filólogos estudian la evolución de las lenguas.,Filólogas y filólogos estudian la evolución de las lenguas.,75.98356856515926,plural,GPT-3.5_CaDi
Los filósofos reflexionan sobre el sentido de la existencia.,Las personas filósofas reflexionan sobre el sentido de la existencia.,67.86502681586727,plural,GPT-3.5_CaDi
Los finalistas se preparan para la competencia deportiva.,El conjunto de finalistas se prepara para la competencia deportiva.,40.35278637463989,plural,GPT-3.5_CaDi
Los financiadores respaldaron el proyecto con una gran inversión.,Las entidades financiadoras respaldaron el proyecto con una gran inversión.,67.86502681586727,plural,GPT-3.5_CaDi
Los financieros analizan los movimientos del mercado.,Las financieras y financieros analizan los movimientos del mercado.,63.894310424627285,plural,GPT-3.5_CaDi
Los firmantes rubricaron el acuerdo con entusiasmo.,Las personas que firman rubricaron el acuerdo con entusiasmo.,51.697315395717055,plural,GPT-3.5_CaDi
Los fiscales presentaron pruebas contundentes en el juicio.,La fiscalía presentó pruebas contundentes en el juicio.,58.73949094699213,plural,GPT-3.5_CaDi
Los físicos investigaron las propiedades de la materia.,Las personas dedicadas a la física investigaron las propiedades de la materia.,47.037095938668976,plural,GPT-3.5_CaDi
Los fisioterapeutas ayudaron en la rehabilitación del paciente.,El personal de fisioterapia ayudó en la rehabilitación del paciente.,46.17366309441026,plural,GPT-3.5_CaDi
Los forenses realizaron la autopsia para determinar la causa de muerte.,El equipo forense realizó la autopsia para determinar la causa de muerte.,64.79121525090147,plural,GPT-3.5_CaDi
Los formadores impartieron un curso de desarrollo profesional.,El equipo de formación impartió un curso de desarrollo profesional.,46.17366309441026,plural,GPT-3.5_CaDi
Los fotógrafos capturaron momentos memorables en la boda.,El personal de fotografía capturó momentos memorables en la boda.,46.17366309441026,plural,GPT-3.5_CaDi
Los franquistas apoyaron al régimen autoritario durante décadas.,Las personas franquistas apoyaron al régimen autoritario durante décadas.,75.98356856515926,plural,GPT-3.5_CaDi
Los funcionarios gestionaron los trámites administrativos.,El funcionariado gestionó los trámites administrativos.,41.11336169005198,plural,GPT-3.5_CaDi
Los fundadores establecieron las bases de la empresa.,Quienes fundan establecieron las bases de la empresa.,72.59795291154772,plural,GPT-3.5_CaDi
Los futbolistas entrenaron arduamente para el próximo partido.,Quienes juegan a fútbol entrenaron arduamente para el próximo partido.,57.067457770559976,plural,GPT-3.5_CaDi
Los gaiteros tocaron música tradicional en el festival.,Gaiteras y gaiteros tocaron música tradicional en el festival.,75.98356856515926,plural,GPT-3.5_CaDi
Los ganaderos cuidaron del ganado en la granja.,El sector de la ganadería cuidó del ganado en la granja.,41.72261448611506,plural,GPT-3.5_CaDi
Los ganadores celebraron su victoria con alegría.,Ganadoras y ganadores celebraron su victoria con alegría.,72.59795291154772,plural,GPT-3.5_CaDi
Los gánsters operaron clandestinamente en la ciudad.,La banda de gánsters operó clandestinamente en la ciudad.,41.11336169005198,plural,GPT-3.5_CaDi
Los gays lucharon por sus derechos en la manifestación.,Las personas homosexuales lucharon por sus derechos en la manifestación.,67.86502681586727,plural,GPT-3.5_CaDi
Los gendarmes mantuvieron el orden durante la protesta.,La gendarmería mantuvo el orden durante la protesta.,58.73949094699213,plural,GPT-3.5_CaDi
Los gerentes supervisaron el funcionamiento de la empresa.,La gerencia supervisó el funcionamiento de la empresa.,58.73949094699213,plural,GPT-3.5_CaDi
Los gestores coordinaron el proyecto de manera eficiente.,La gestora coordinó el proyecto de manera eficiente.,58.73949094699213,plural,GPT-3.5_CaDi
Los gimnastas demostraron su destreza en la competición.,Las y los gimnastas demostraron su destreza en la competición.,67.86502681586727,plural,GPT-3.5_CaDi
Los ginecólogos ofrecieron atención especializada a las mujeres.,El personal de ginecología ofreció atención especializada a las mujeres.,46.17366309441026,plural,GPT-3.5_CaDi
Los gobernadores implementaron políticas para el desarrollo económico.,Gobernadoras y gobernadores implementaron políticas para el desarrollo económico.,75.98356856515926,plural,GPT-3.5_CaDi
Los gobernantes implementaron nuevas políticas para el desarrollo del país.,La clase gobernante implementó nuevas políticas para el desarrollo del país.,61.32297420585353,plural,GPT-3.5_CaDi
Los gramáticos analizaron la estructura de la frase.,Las y los especialistas en gramática analizaron la estructura de la frase.,47.037095938668976,plural,GPT-3.5_CaDi
Los granjeros cultivaron una variedad de productos en sus tierras.,Granjeras y granjeros cultivaron una variedad de productos en sus tierras.,80.70557274927978,plural,GPT-3.5_CaDi
Los guardia civiles patrullaron las calles para mantener el orden.,La guardia civil patrulló las calles para mantener el orden.,59.00468726392806,plural,GPT-3.5_CaDi
Los guardias vigilaron la entrada del edificio durante toda la noche.,La guardia vigiló la entrada del edificio durante toda la noche.,71.02992180127423,plural,GPT-3.5_CaDi
Los guerrilleros lucharon valientemente contra la opresión.,La guerrilla luchó valientemente contra la opresión.,51.69731539571708,plural,GPT-3.5_CaDi
Los guías condujeron a los turistas por el sendero de la montaña.,El servicio de guía condujo a los turistas por el sendero de la montaña.,62.628449627654696,plural,GPT-3.5_CaDi
Los guionistas escribieron el guión para la próxima película.,Las y los guionistas escribieron el guión para la próxima película.,71.02992180127423,plural,GPT-3.5_CaDi
Los habitantes disfrutaron de las festividades en el pueblo.,La población disfrutó de las festividades en el pueblo.,63.894310424627285,plural,GPT-3.5_CaDi
Los hablantes compartieron sus experiencias en el seminario.,Las y los hablantes compartieron sus experiencias en el seminario.,67.86502681586727,plural,GPT-3.5_CaDi
Los héroes fueron condecorados por su acto de valentía.,Heroínas y héroes fueron condecorados por su acto de valentía.,78.60753021519788,plural,GPT-3.5_CaDi
Los hijos ayudaron en las labores del hogar.,La descendencia ayudó en las labores del hogar.,58.73949094699213,plural,GPT-3.5_CaDi
Los hispanistas estudian la cultura y la lengua española.,El hispanismo estudia la cultura y la lengua española.,63.894310424627285,plural,GPT-3.5_CaDi
Los historiadores investigaron los eventos del pasado.,Las personas historiadoras investigaron los eventos del pasado.,58.73949094699213,plural,GPT-3.5_CaDi
Los hombres participaron en la carrera benéfica.,Las personas participaron en la carrera benéfica.,68.037493331712,plural,GPT-3.5_CaDi
Los homeópatas recetaron tratamientos naturales a sus pacientes.,Las y los homeópatas recetaron tratamientos naturales a sus pacientes.,67.86502681586727,plural,GPT-3.5_CaDi
Los humoristas hicieron reír al público con sus chistes.,La profesión de humorista hizo reír al público con sus chistes.,51.56626918239821,plural,GPT-3.5_CaDi
Los iluminadores resaltaron los detalles en la obra de arte.,La iluminación resaltó los detalles en la obra de arte.,67.86502681586727,plural,GPT-3.5_CaDi
Los ilusionistas realizaron trucos sorprendentes en el escenario.,Quienes se dedican al ilusionismo realizaron trucos sorprendentes en el escenario.,51.56626918239821,plural,GPT-3.5_CaDi
Los ilustradores dieron vida a las páginas del libro con sus dibujos.,El mundo de la ilustración dio vida a las páginas del libro con sus dibujos.,58.282339541526554,plural,GPT-3.5_CaDi
Los impresores imprimieron los folletos para la campaña publicitaria.,El personal de impresión imprimió los folletos para la campaña publicitaria.,51.56626918239821,plural,GPT-3.5_CaDi
Los indígenas preservaron sus tradiciones ancestrales.,Los pueblos originarios preservaron sus tradiciones ancestrales.,54.10822690539397,plural,GPT-3.5_CaDi
Los industriales impulsaron la economía del país con nuevas inversiones.,Las y los industriales impulsaron la economía del país con nuevas inversiones.,73.61703354503868,plural,GPT-3.5_CaDi
Los infieles rompieron la confianza en la relación.,Las personas infieles rompieron la confianza en la relación.,75.98356856515926,plural,GPT-3.5_CaDi
Los informáticos desarrollaron un nuevo software para mejorar la eficiencia.,Las personas informáticas desarrollaron un nuevo software para mejorar la eficiencia.,71.02992180127423,plural,GPT-3.5_CaDi
Los ingenieros diseñaron un puente resistente para conectar las ciudades.,El personal de ingeniería diseñó un puente resistente para conectar las ciudades.,55.93684915933074,plural,GPT-3.5_CaDi
Los inmigrantes contribuyeron con su trabajo al crecimiento económico.,Las personas inmigrantes contribuyeron con su trabajo al crecimiento económico.,78.60753021519788,plural,GPT-3.5_CaDi
Los instructores enseñaron técnicas avanzadas de natación.,Las personas instructoras enseñaron técnicas avanzadas de natación.,58.73949094699213,plural,GPT-3.5_CaDi
Los integristas intentaron imponer sus creencias de manera radical.,Las personas integristas intentaron imponer sus creencias de manera radical.,78.60753021519788,plural,GPT-3.5_CaDi
Los intendentes gestionaron eficientemente los recursos municipales.,La intendencia gestionó eficientemente los recursos municipales.,51.69731539571708,plural,GPT-3.5_CaDi
Los interesados mostraron interés en participar en el proyecto.,Las personas interesadas mostraron interés en participar en el proyecto.,67.86502681586727,plural,GPT-3.5_CaDi
Los internautas navegaron por internet en busca de información.,Las y los internautas navegaron por internet en busca de información.,71.02992180127423,plural,GPT-3.5_CaDi
Los intérpretes tradujeron el discurso al inglés durante la conferencia.,La interpretación tradujo el discurso al inglés durante la conferencia.,67.86502681586727,plural,GPT-3.5_CaDi
Los inventores patentaron su última invención en el campo de la tecnología.,Quienes inventan patentaron su última invención en el campo de la tecnología.,82.42367502646057,plural,GPT-3.5_CaDi
Los inversores apostaron por el futuro de la empresa.,La inversión apostó por el futuro de la empresa.,63.894310424627285,plural,GPT-3.5_CaDi
Los investigadores realizaron experimentos para descubrir nuevas soluciones.,El personal de investigación realizó experimentos para descubrir nuevas soluciones.,46.17366309441026,plural,GPT-3.5_CaDi
Los jardineros cuidaron con esmero el jardín botánico.,El personal de jardinería cuidó con esmero el jardín botánico.,46.17366309441026,plural,GPT-3.5_CaDi
Los jefes tomaron decisiones importantes para el equipo.,La jefatura tomó decisiones importantes para el equipo.,58.73949094699213,plural,GPT-3.5_CaDi
Los jóvenes disfrutaron de una tarde en el parque.,Las personas jóvenes disfrutaron de una tarde en el parque.,78.60753021519788,plural,GPT-3.5_CaDi
Los jueces impartieron justicia de manera imparcial.,La judicatura impartió justicia de manera imparcial.,51.69731539571708,plural,GPT-3.5_CaDi
Los jugadores celebraron la victoria en el campo de fútbol.,Las personas jugadoras celebraron la victoria en el campo de fútbol.,71.02992180127423,plural,GPT-3.5_CaDi
Los labradores sembraron los campos con semillas de trigo.,El trabajo del campo sembró los campos con semillas de trigo.,51.56626918239821,plural,GPT-3.5_CaDi
Los labriegos trabajaron la tierra para obtener una buena cosecha.,Labriegas y labriegos trabajaron la tierra para obtener una buena cosecha.,80.70557274927978,plural,GPT-3.5_CaDi
Los latifundistas poseían grandes extensiones de tierra en el campo.,Las y los latifundistas poseían grandes extensiones de tierra en el campo.,73.61703354503868,plural,GPT-3.5_CaDi
Los lavacoches limpiaron los vehículos a conciencia.,El servicio de lavacoches limpió los vehículos a conciencia.,41.11336169005198,plural,GPT-3.5_CaDi
Los lectores disfrutaron de la nueva novela del autor.,El público lector disfrutó de la nueva novela del autor.,57.067457770559976,plural,GPT-3.5_CaDi
Los legisladores debatieron sobre nuevas leyes en el parlamento.,Quienes legislan debatieron sobre nuevas leyes en el parlamento.,75.98356856515926,plural,GPT-3.5_CaDi
Los libreros recomendaron libros interesantes a los clientes.,El gremio de librerías recomendó libros interesantes a los clientes.,46.17366309441026,plural,GPT-3.5_CaDi
Los licenciados obtuvieron su título universitario después de años de estudio.,Las personas licenciadas obtuvieron su título universitario después de años de estudio.,73.61703354503868,plural,GPT-3.5_CaDi
Los jugadores celebraron la victoria en el partido de fútbol.,Quienes jugaban en el equipo celebraron la victoria en el partido de fútbol.,59.5640359271809,plural,GPT-3.5_CaDi
Los labriegos araron la tierra para prepararla para la siembra.,Labriegas y labriegos araron la tierra para prepararla para la siembra.,80.70557274927978,plural,GPT-3.5_CaDi
Los latifundistas poseían extensas propiedades en la región.,Las y los latifundistas poseían extensas propiedades en la región.,67.86502681586727,plural,GPT-3.5_CaDi
Los lavacoches dejaron relucientes los automóviles de los clientes.,El servicio de lavacoches dejó relucientes los automóviles de los clientes.,53.3167536340577,plural,GPT-3.5_CaDi
Los lectores disfrutaron de la lectura de un buen libro.,El público lector disfrutó de la lectura de un buen libro.,61.32297420585353,plural,GPT-3.5_CaDi
Los legisladores debatieron sobre la nueva ley en el congreso.,Quienes legislan debatieron sobre la nueva ley en el congreso.,78.60753021519788,plural,GPT-3.5_CaDi
Los libreros recomendaron novelas clásicas a los clientes.,El gremio de librerías recomendó novelas clásicas a los clientes.,46.17366309441026,plural,GPT-3.5_CaDi
Los licenciados obtuvieron su título universitario con esfuerzo.,Las personas licenciadas obtuvieron su título universitario con esfuerzo.,63.894310424627285,plural,GPT-3.5_CaDi
Los líderes políticos dirigieron el rumbo del país.,Las personas en el liderazgo dirigieron el rumbo del país.,46.17366309441026,plural,GPT-3.5_CaDi
Los lingüistas estudiaron el origen y evolución de las lenguas.,La lingüística estudió el origen y evolución de las lenguas.,67.86502681586727,plural,GPT-3.5_CaDi
Los luthiers construyeron instrumentos musicales de alta calidad.,El oficio de luthier construyó instrumentos musicales de alta calidad.,46.17366309441026,plural,GPT-3.5_CaDi
Los maestros enseñaron a sus alumnos con dedicación.,El magisterio enseñó a sus alumnos con dedicación.,58.73949094699213,plural,GPT-3.5_CaDi
Los magistrados impartieron justicia con imparcialidad.,La magistratura impartió justicia con imparcialidad.,41.11336169005198,plural,GPT-3.5_CaDi
Los mandatarios tomaron decisiones importantes para el país.,Mandatarias y mandatarios tomaron decisiones importantes para el país.,75.98356856515926,plural,GPT-3.5_CaDi
Los maquinistas condujeron el tren por la vía férrea.,El equipo de máquinas condujo el tren por la vía férrea.,51.56626918239821,plural,GPT-3.5_CaDi
Los marginados lucharon por sus derechos en la sociedad.,Las clases marginadas lucharon por sus derechos en la sociedad.,67.86502681586727,plural,GPT-3.5_CaDi
Los marxistas abogaron por un sistema socioeconómico igualitario.,El marxismo abogó por un sistema socioeconómico igualitario.,58.73949094699213,plural,GPT-3.5_CaDi
Los masajistas aliviaron las tensiones musculares de sus clientes.,Las personas masajistas aliviaron las tensiones musculares de sus clientes.,78.60753021519788,plural,GPT-3.5_CaDi
Los matemáticos resolvieron problemas complejos con precisión.,Matemáticas y matemáticos resolvieron problemas complejos con precisión.,72.59795291154772,plural,GPT-3.5_CaDi
Los mayores compartieron su sabiduría con las generaciones más jóvenes.,Las personas mayores compartieron su sabiduría con las generaciones más jóvenes.,80.70557274927978,plural,GPT-3.5_CaDi
Los mecánicos repararon el motor del automóvil en el taller.,Las y los especialistas en mecánica repararon el motor del automóvil en el taller.,55.12003357447271,plural,GPT-3.5_CaDi
Los mecenas apoyaron el desarrollo de las artes y la cultura.,El mecenazgo apoyó el desarrollo de las artes y la cultura.,71.02992180127423,plural,GPT-3.5_CaDi
Los mediadores facilitaron el diálogo entre las partes en conflicto.,La mediación facilitó el diálogo entre las partes en conflicto.,67.86502681586727,plural,GPT-3.5_CaDi
Los médicos brindaron atención médica de calidad a los pacientes.,El personal médico brindó atención médica de calidad a los pacientes.,61.32297420585353,plural,GPT-3.5_CaDi
Los menores disfrutaron de la tarde en el parque.,Las personas menores disfrutaron de la tarde en el parque.,78.60753021519788,plural,GPT-3.5_CaDi
Los mensajeros entregaron los paquetes en tiempo y forma.,La mensajería entregó los paquetes en tiempo y forma.,63.894310424627285,plural,GPT-3.5_CaDi
Los mentores guiaron y apoyaron a sus discípulos en su desarrollo.,La mentoría guió y apoyó a sus discípulos en su desarrollo.,53.3167536340577,plural,GPT-3.5_CaDi
Los mercenarios lucharon como soldados a cambio de dinero.,Mercenarias y mercenarios lucharon como soldados a cambio de dinero.,78.60753021519788,plural,GPT-3.5_CaDi
Los matemáticos resolvieron problemas complejos con precisión.,Las matemáticas resolvieron problemas complejos con precisión.,68.037493331712,plural,GPT-3.5_CaDi
Los mayores compartieron sus experiencias con las generaciones más jóvenes.,Las personas mayores compartieron sus experiencias con las generaciones más jóvenes.,80.70557274927978,plural,GPT-3.5_CaDi
Los mecánicos repararon el motor del automóvil en el taller.,Las y los especialistas en mecánica repararon el motor del automóvil en el taller.,55.12003357447271,plural,GPT-3.5_CaDi
Los mecenas apoyaron el desarrollo de las artes y la cultura.,El mecenazgo apoyó el desarrollo de las artes y la cultura.,71.02992180127423,plural,GPT-3.5_CaDi
Los mediadores facilitaron el diálogo entre las partes en conflicto.,La mediación facilitó el diálogo entre las partes en conflicto.,67.86502681586727,plural,GPT-3.5_CaDi
Los médicos brindaron atención médica de calidad a los pacientes.,El personal médico brindó atención médica de calidad a los pacientes.,61.32297420585353,plural,GPT-3.5_CaDi
Los menores disfrutaron de la tarde en el parque.,Las personas menores disfrutaron de la tarde en el parque.,78.60753021519788,plural,GPT-3.5_CaDi
Los mensajeros entregaron los paquetes en tiempo y forma.,La mensajería entregó los paquetes en tiempo y forma.,63.894310424627285,plural,GPT-3.5_CaDi
Los mentores guiaron y apoyaron a sus discípulos en su desarrollo.,La mentoría guió y apoyó a sus discípulos en su desarrollo.,53.3167536340577,plural,GPT-3.5_CaDi
Los mercenarios lucharon como soldados a cambio de dinero.,Mercenarias y mercenarios lucharon como soldados a cambio de dinero.,78.60753021519788,plural,GPT-3.5_CaDi
Los meseros atendieron amablemente a los comensales en el restaurante.,El servicio de mesas atendió amablemente a los comensales en el restaurante.,55.93684915933074,plural,GPT-3.5_CaDi
Los miembros colaboraron en la organización del evento.,La membresía colaboró en la organización del evento.,58.73949094699213,plural,GPT-3.5_CaDi
Los milicianos se entrenaron para defender la patria en caso de emergencia.,La milicia se entrenó para defender la patria en caso de emergencia.,66.52049901111006,plural,GPT-3.5_CaDi
Los militares protegieron la frontera del país.,Las fuerzas armadas protegieron la frontera del país.,58.73949094699213,plural,GPT-3.5_CaDi
Los mimos entretuvieron al público con sus actuaciones callejeras.,Las y los artistas de mimo entretuvieron al público con sus actuaciones callejeras.,51.424016050282646,plural,GPT-3.5_CaDi
Los minifundistas cultivaron pequeñas parcelas de tierra.,Las y los minifundistas cultivaron pequeñas parcelas de tierra.,63.894310424627285,plural,GPT-3.5_CaDi
Los ministros tomaron decisiones importantes para el país.,Las ministras y los ministros tomaron decisiones importantes para el país.,61.32297420585353,plural,GPT-3.5_CaDi
Los minusválidos lucharon por sus derechos de accesibilidad.,Las personas con discapacidad lucharon por sus derechos de accesibilidad.,57.067457770559976,plural,GPT-3.5_CaDi
