gender_exclusive,gender_inclusive,origin,difficulty
Las secretarias Juana Pérez y Daniela Martínez gestionaron la correspondencia del departamento,Las secretarias Juana Pérez y Daniela Martínez gestionaron la correspondencia del departamento,GPT-3.5_fewshot,nombres_propios
Las secretarias Carla López y Andrea Sánchez organizaron los archivos de la oficina,Las secretarias Carla López y Andrea Sánchez organizaron los archivos de la oficina,GPT-3.5_fewshot,nombres_propios
Las secretarias Mónica Khan y Wei Zhang atendieron las llamadas telefónicas,Las secretarias Mónica Khan y Wei Zhang atendieron las llamadas telefónicas,GPT-3.5_fewshot,nombres_propios
Las secretarias Lila Wang y Mónica Torres programaron las reuniones del equipo,Las secretarias Lila Wang y Mónica Torres programaron las reuniones del equipo,GPT-3.5_fewshot,nombres_propios
Las consejeras Juana Pérez y Daniela Martínez brindaron orientación a los empleados,Las consejeras Juana Pérez y Daniela Martínez brindaron orientación a los empleados,GPT-3.5_fewshot,nombres_propios
Las consejeras Carla López y Andrea Sánchez participaron en la toma de decisiones,Las consejeras Carla López y Andrea Sánchez participaron en la toma de decisiones,GPT-3.5_fewshot,nombres_propios
Las consejeras Sofía García y Juana Martínez ofrecieron asesoramiento a las estudiantes,Las consejeras Sofía García y Juana Martínez ofrecieron asesoramiento a las estudiantes,GPT-3.5_fewshot,nombres_propios
Las consejeras Lila Wang y Mónica Torres gestionaron los recursos financieros,Las consejeras Lila Wang y Mónica Torres gestionaron los recursos financieros,GPT-3.5_fewshot,nombres_propios
Las delegadas Luisa Martínez y María García representaron a su país en la conferencia,Las delegadas Luisa Martínez y María García representaron a su país en la conferencia,GPT-3.5_fewshot,nombres_propios
Las delegadas Wei Chen y Hiroshi Tanaka negociaron acuerdos comerciales,Las delegadas Wei Chen y Hiroshi Tanaka negociaron acuerdos comerciales,GPT-3.5_fewshot,nombres_propios
Las delegadas Aisha Mahmoud y Mónica Ali visitaron varias instituciones,Las delegadas Aisha Mahmoud y Mónica Ali visitaron varias instituciones,GPT-3.5_fewshot,nombres_propios
Las delegadas Adriana Khan y María Khan discutieron temas de cooperación internacional,Las delegadas Adriana Khan y María Khan discutieron temas de cooperación internacional,GPT-3.5_fewshot,nombres_propios
Las funcionarias Sofía García y Juana Martínez realizaron inspecciones en la empresa,Las funcionarias Sofía García y Juana Martínez realizaron inspecciones en la empresa,GPT-3.5_fewshot,nombres_propios
Las funcionarias Aisha Mahmoud y Mónica Ali administraron los recursos públicos,Las funcionarias Aisha Mahmoud y Mónica Ali administraron los recursos públicos,GPT-3.5_fewshot,nombres_propios
Las funcionarias Adriana Khan y María Khan gestionaron trámites administrativos,Las funcionarias Adriana Khan y María Khan gestionaron trámites administrativos,GPT-3.5_fewshot,nombres_propios
Las funcionarias Lila Wang y Mónica Torres representaron al gobierno en la reunión,Las funcionarias Lila Wang y Mónica Torres representaron al gobierno en la reunión,GPT-3.5_fewshot,nombres_propios
Las ministras Wei Chen y Hiroshi Tanaka se reunieron para discutir presupuesto,Las ministras Wei Chen y Hiroshi Tanaka se reunieron para discutir presupuesto,GPT-3.5_fewshot,nombres_propios
Las ministras Carla López y Andrea Sánchez supervisaron la implementación de programas sociales,Las ministras Carla López y Andrea Sánchez supervisaron la implementación de programas sociales,GPT-3.5_fewshot,nombres_propios
Las ministras Mónica Khan y Wei Zhang anunciaron medidas para proteger el medio ambiente,Las ministras Mónica Khan y Wei Zhang anunciaron medidas para proteger el medio ambiente,GPT-3.5_fewshot,nombres_propios
Las ministras Lila Wang y Mónica Torres gestionaron fondos para proyectos de infraestructura,Las ministras Lila Wang y Mónica Torres gestionaron fondos para proyectos de infraestructura,GPT-3.5_fewshot,nombres_propios
Las profesoras Sofía García y Juana Martínez impartieron clases de matemáticas avanzadas,Las profesoras Sofía García y Juana Martínez impartieron clases de matemáticas avanzadas,GPT-3.5_fewshot,nombres_propios
Las profesoras Aisha Mahmoud y Mónica Ali organizaron talleres de desarrollo profesional,Las profesoras Aisha Mahmoud y Mónica Ali organizaron talleres de desarrollo profesional,GPT-3.5_fewshot,nombres_propios
Las profesoras Adriana Khan y María Khan evaluaron el desempeño de las estudiantes,Las profesoras Adriana Khan y María Khan evaluaron el desempeño de las estudiantes,GPT-3.5_fewshot,nombres_propios
Las profesoras Lila Wang y Mónica Torres participaron en actividades extracurriculares,Las profesoras Lila Wang y Mónica Torres participaron en actividades extracurriculares,GPT-3.5_fewshot,nombres_propios
Las vecinas Wei Chen y Hiroshi Tanaka se reunieron para discutir sobre la seguridad del barrio,Las vecinas Wei Chen y Hiroshi Tanaka se reunieron para discutir sobre la seguridad del barrio,GPT-3.5_fewshot,nombres_propios
Las vecinas Carla López y Andrea Sánchez organizaron una limpieza comunitaria,Las vecinas Carla López y Andrea Sánchez organizaron una limpieza comunitaria,GPT-3.5_fewshot,nombres_propios
Las vecinas Mónica Khan y Wei Zhang compartieron recursos durante la emergencia,Las vecinas Mónica Khan y Wei Zhang compartieron recursos durante la emergencia,GPT-3.5_fewshot,nombres_propios
Las vecinas Sofía García y Juana Martínez participaron en la planificación de eventos locales,Las vecinas Sofía García y Juana Martínez participaron en la planificación de eventos locales,GPT-3.5_fewshot,nombres_propios
Las jefas Aisha Mahmoud y Mónica Ali coordinaron la implementación del nuevo sistema,Las jefas Aisha Mahmoud y Mónica Ali coordinaron la implementación del nuevo sistema,GPT-3.5_fewshot,nombres_propios
Las jefas Adriana Khan y María Khan establecieron las políticas de la compañía,Las jefas Adriana Khan y María Khan establecieron las políticas de la compañía,GPT-3.5_fewshot,nombres_propios
Las jefas Lila Wang y Mónica Torres motivaron al equipo a alcanzar objetivos,Las jefas Lila Wang y Mónica Torres motivaron al equipo a alcanzar objetivos,GPT-3.5_fewshot,nombres_propios
Las jefas Sofía García y Juana Martínez organizaron eventos de integración para el personal,Las jefas Sofía García y Juana Martínez organizaron eventos de integración para el personal,GPT-3.5_fewshot,nombres_propios
Las jóvenes Wei Chen y Hiroshi Tanaka participaron en actividades deportivas.,Las jóvenes Wei Chen y Hiroshi Tanaka participaron en actividades deportivas.,GPT-3.5_fewshot,nombres_propios
Las jóvenes Carla López y Andrea Sánchez exploraron oportunidades de educación superior.,Las jóvenes Carla López y Andrea Sánchez exploraron oportunidades de educación superior.,GPT-3.5_fewshot,nombres_propios
Las jóvenes Mónica Khan y Wei Zhang expresaron sus opiniones en el debate público.,Las jóvenes Mónica Khan y Wei Zhang expresaron sus opiniones en el debate público.,GPT-3.5_fewshot,nombres_propios
Las jóvenes Sofía García y Juana Martínez contribuyeron al desarrollo de la comunidad.,Las jóvenes Sofía García y Juana Martínez contribuyeron al desarrollo de la comunidad.,GPT-3.5_fewshot,nombres_propios
