gender_exclusive,gender_inclusive,origin,difficulty
"Desde hace décadas,  la tía de Sofía era una gran asistente administrativo sin embargo desde el mes pasado trabaja de vendedora y realiza actividades de voluntariado en refugios de animales.","Desde hace décadas,  la tía de Sofía era una gran asistente administrativa sin embargo desde el mes pasado trabaja de vendedora y realiza actividades de voluntariado en refugios de animales.",human_combinatory,feminizar_profesiones
Con pasión por su profesión  la amiga de Sara era muy buena asistente social y dijo que quería ser actor y visita museos y galerías de arte para inspirarse.,Con pasión por su profesión  la amiga de Sara era muy buena asistente social y dijo que quería ser actriz y visita museos y galerías de arte para inspirarse.,human_combinatory,feminizar_profesiones
Durante la temporada alta  mi madre era una gran recepcionista sin embargo desde el mes pasado trabaja de economista y practica la meditación y la atención plena para encontrar calma interior.,Durante la temporada alta  mi madre era una gran recepcionista sin embargo desde el mes pasado trabaja de economista y practica la meditación y la atención plena para encontrar calma interior.,human_combinatory,feminizar_profesiones
Después de graduarse  María trabajaba de maestro aunque le hubiera gustado ser administrador y participa en programas de mentoría para ayudar a jóvenes talentos.,Después de graduarse  María trabajaba de maestra aunque le hubiera gustado ser administradora y participa en programas de mentoría para ayudar a jóvenes talentos.,human_combinatory,feminizar_profesiones
Durante la semana  la prima de Victoria solía trabajar de asistente ejecutivo y soñaba con ser fontanero y se reúne con colegas para jugar al ajedrez.,Durante la semana  la prima de Victoria solía trabajar de asistente ejecutiva y soñaba con ser fontanera y se reúne con colegas para jugar al ajedrez.,human_combinatory,feminizar_profesiones
"Con perseverancia,  la prima de Gabriel solía trabajar de psicóloga aunque desde hace poco es soldador y visita regularmente el teatro para disfrutar de obras de teatro.","Con perseverancia,  la prima de Gabriel solía trabajar de psicóloga aunque desde hace poco es soldadora y visita regularmente el teatro para disfrutar de obras de teatro.",human_combinatory,feminizar_profesiones
Con entusiasmo  Miriam solía trabajar de abogado pero ahora es ejecutivo de ventas y se involucra en la protección y rescate de animales.,Con entusiasmo  Miriam solía trabajar de abogada pero ahora es ejecutiva de ventas y se involucra en la protección y rescate de animales.,human_combinatory,feminizar_profesiones
Con gran dedicación  Lucía era una fantástica contable aunque le hubiera gustado ser gerente y colabora con organizaciones ambientales en la protección del medio ambiente.,Con gran dedicación  Lucía era una fantástica contadora aunque le hubiera gustado ser gerente y colabora con organizaciones ambientales en la protección del medio ambiente.,human_combinatory,feminizar_profesiones
En su puesto de trabajo  la cuñada de mi abuela era administrador y dijo que quería ser chef y practica la meditación y la atención plena para encontrar calma interior.,En su puesto de trabajo  la cuñada de mi abuela era administradora y dijo que quería ser chef y practica la meditación y la atención plena para encontrar calma interior.,human_combinatory,feminizar_profesiones
Tras obtener su título  la madre de mi hermano era una gran cajera y ahora se dedica trabajar como bombero y participa en proyectos de arte comunitario en su vecindario.,Tras obtener su título  la madre de mi hermano era una gran cajera y ahora se dedica trabajar como bombera y participa en proyectos de arte comunitario en su vecindario.,human_combinatory,feminizar_profesiones
Con pasión por su profesión  la tía de mi mujer solía trabajar de vendedora y soñaba con ser actor y se sumerge en la lectura de libros de filosofía.,Con pasión por su profesión  la tía de mi mujer solía trabajar de vendedora y soñaba con ser actriz y se sumerge en la lectura de libros de filosofía.,human_combinatory,feminizar_profesiones
Desde el inicio de su carrera mi abuela era una gran cocinero,Desde el inicio de su carrera mi abuela era una gran cocinera,human_combinatory,feminizar_profesiones
Con pasión por su profesión Alicia era esteticista,Con pasión por su profesión Alicia era esteticista,human_combinatory,feminizar_profesiones
"Con gran vocación, Isabel trabajaba de peluquero","Con gran vocación, Isabel trabajaba de peluquera",human_combinatory,feminizar_profesiones
"Con gran vocación, la amiga de Natalia era muy buena médico","Con gran vocación, la amiga de Natalia era muy buena médica",human_combinatory,feminizar_profesiones
En la oficina la amiga de mi padre trabajaba de dentista,En la oficina la amiga de mi padre trabajaba de dentista,human_combinatory,feminizar_profesiones
"Desde la primera vez que pisó una obra, mi hermana era muy buena veterinario","Desde la primera vez que pisó una obra, mi hermana era muy buena veterinaria",human_combinatory,feminizar_profesiones
Con experiencia previa la novia de María era una fantástica diseñador gráfico,Con experiencia previa la novia de María era una fantástica diseñadora gráfica,human_combinatory,feminizar_profesiones
Al terminar la universidad mi cuñada trabajaba de artista plástico,Al terminar la universidad mi cuñada trabajaba de artista plástica,human_combinatory,feminizar_profesiones
"Desde la llegada de la primavera, la madre de Lucía solía trabajar de escritora","Desde la llegada de la primavera, la madre de Lucía solía trabajar de escritora",human_combinatory,feminizar_profesiones
Durante la temporada alta la madre de Alberto trabajaba de periodista,Durante la temporada alta la madre de Alberto trabajaba de periodista,human_combinatory,feminizar_profesiones
Desde que comenzó a trabajar la tía de mi cuñado trabajaba de actor,Desde que comenzó a trabajar la tía de mi cuñado trabajaba de actriz,human_combinatory,feminizar_profesiones
"Desde que se mudó a la ciudad, la tía de mi amiga era una fantástica modelo","Desde que se mudó a la ciudad, la tía de mi amiga era una fantástica modelo",human_combinatory,feminizar_profesiones
Con dedicación sin igual la hermana de Beatriz era una gran cantante,Con dedicación sin igual la hermana de Beatriz era una gran cantante,human_combinatory,feminizar_profesiones
Desde el inicio de su carrera mi prima era bailarín,Desde el inicio de su carrera mi prima era bailarina,human_combinatory,feminizar_profesiones
Desde el amanecer la tía de mi tío era director de marketing,Desde el amanecer la tía de mi tío era directora de marketing,human_combinatory,feminizar_profesiones
Desde muy temprano la hermana de mi amiga Ana era muy buena ejecutivo de ventas,Desde muy temprano la hermana de mi amiga Ana era muy buena ejecutiva de ventas,human_combinatory,feminizar_profesiones
Durante la temporada alta la amiga de Marta era una fantástica consultor,Durante la temporada alta la amiga de Marta era una fantástica consultora,human_combinatory,feminizar_profesiones
"Con perseverancia, mi mujer solía trabajar de entrenador","Con perseverancia, mi mujer solía trabajar de coach",human_combinatory,feminizar_profesiones
Con pasión por su profesión la mujer de mi prima Laura era una fantástica nutricionista,Con pasión por su profesión la mujer de mi prima Laura era una fantástica nutricionista,human_combinatory,feminizar_profesiones
Con compromiso profesional la tía de Joaquín trabajaba de entrenador personal,Con compromiso profesional la tía de Joaquín trabajaba de entrenadora personal,human_combinatory,feminizar_profesiones
Con el apoyo de su familia la mujer de Ricardo solía trabajar de psiquiatra,Con el apoyo de su familia la mujer de Ricardo solía trabajar de psiquiatra,human_combinatory,feminizar_profesiones
Después de mucho esfuerzo  el marido de Sergio era un ingeniero buenísimo,Después de mucho esfuerzo  el marido de Sergio era un ingeniero buenísimo,human_combinatory,feminizar_profesiones
"Con gran vocación, el primo de Alberto era médico","Con gran vocación, el primo de Alberto era médico",human_combinatory,feminizar_profesiones
Con dedicación sin igual  mi tío era un fantástico abogado y soñaba con ser ingeniero y disfruta haciendo manualidades y artesanías.,Con dedicación sin igual  mi tío era un fantástico abogado y soñaba con ser ingeniero y disfruta haciendo manualidades y artesanías.,human_combinatory,feminizar_profesiones
mi amigo es un gerente buenísimo y aprende técnicas de cocina gourmet y realiza cenas especiales en casa.,mi amigo es un gerente buenísimo y aprende técnicas de cocina gourmet y realiza cenas especiales en casa.,human_combinatory,feminizar_profesiones
el marido de Cristina trabaja de programador y disfruta haciendo manualidades y artesanías.,el marido de Cristina trabaja de programador y disfruta haciendo manualidades y artesanías.,human_combinatory,feminizar_profesiones
Durante años  el tío de Antonio solía trabajar de contador,Durante años  el tío de Antonio solía trabajar de contador,human_combinatory,feminizar_profesiones
el tío de Raquel está trabajando de administrador,el tío de Raquel está trabajando de administrador,human_combinatory,feminizar_profesiones
Javier es un gran policía,Javier es un gran policía,human_combinatory,feminizar_profesiones
el tío de Nerea es muy buen ejecutivo de ventas,el tío de Nerea es muy buen ejecutivo de ventas,human_combinatory,feminizar_profesiones
Durante años  el tío de Nerea es un ejecutivo de ventas bastante bueno,Durante años  el tío de Nerea es un ejecutivo de ventas bastante bueno,human_combinatory,feminizar_profesiones
Cada mañana el amigo de mi cuñada es electricista,Cada mañana el amigo de mi cuñada es electricista,human_combinatory,feminizar_profesiones
"Durante los días laborales,  el cuñado de mi abuela era un gran mecánico y dijo que quería ser médico y visita regularmente el teatro para disfrutar de obras de teatro.","Durante los días laborales,  el cuñado de mi abuela era un gran mecánico y dijo que quería ser médico y visita regularmente el teatro para disfrutar de obras de teatro.",human_combinatory,feminizar_profesiones
el tío de Lorena es un carpintero bastante bueno y realiza actividades de meditación y mindfulness para relajarse.,el tío de Lorena es un carpintero bastante bueno y realiza actividades de meditación y mindfulness para relajarse.,human_combinatory,feminizar_profesiones
el primo de Luis trabaja de fontanero y visita museos y exposiciones de arte.,el primo de Luis trabaja de fontanero y visita museos y exposiciones de arte.,human_combinatory,feminizar_profesiones
"Desde que se especializó en su área,  el padre de mi prima Luisa era chef","Desde que se especializó en su área,  el padre de mi prima Luisa era chef",human_combinatory,feminizar_profesiones
Alejandro es periodista,Alejandro es periodista,human_combinatory,feminizar_profesiones
Pedro es un gran fotógrafo,Pedro es un gran fotógrafo,human_combinatory,feminizar_profesiones
Rafael es muy buen bombero,Rafael es muy buen bombero,human_combinatory,feminizar_profesiones
"Con habilidades excepcionales,  Rafael era un bombero estupendo","Con habilidades excepcionales,  Rafael era un bombero estupendo",human_combinatory,feminizar_profesiones
Al terminar la universidad el amigo de mi amiga está trabajando de actor,Al terminar la universidad el amigo de mi amiga está trabajando de actor,human_combinatory,feminizar_profesiones
Al terminar la universidad  el tío de Juan solía trabajar de cantante aunque le hubiera gustado ser médico y explora la naturaleza haciendo camping y senderismo.,Al terminar la universidad  el tío de Juan solía trabajar de cantante aunque le hubiera gustado ser médico y explora la naturaleza haciendo camping y senderismo.,human_combinatory,feminizar_profesiones
el novio de Marina es un escritor bastante malo y cuida de su jardín y cultiva hermosas flores.,el novio de Marina es un escritor bastante malo y cuida de su jardín y cultiva hermosas flores.,human_combinatory,feminizar_profesiones
el cuñado de mi hermano Miguel trabaja de artista plástico y se une a grupos de música o coros para cantar y hacer música.,el cuñado de mi hermano Miguel trabaja de artista plástico y se une a grupos de música o coros para cantar y hacer música.,human_combinatory,feminizar_profesiones
"Con habilidades excepcionales,  el tío de Eva era un fantástico economista","Con habilidades excepcionales,  el tío de Eva era un fantástico economista",human_combinatory,feminizar_profesiones
el primo de mi amiga María era piloto,el primo de mi amiga María era piloto,human_combinatory,feminizar_profesiones
el amigo de Alejandra es un gran farmacéutico,el amigo de Alejandra es un gran farmacéutico,human_combinatory,feminizar_profesiones
mi novio es un gran ingeniero civil,mi novio es un gran ingeniero civil,human_combinatory,feminizar_profesiones
Con experiencia previa  mi novio es un ingeniero civil estupendo,Con experiencia previa  mi novio es un ingeniero civil estupendo,human_combinatory,feminizar_profesiones
Desde el amanecer el tío de Rafael trabaja de arquitecto,Desde el amanecer el tío de Rafael trabaja de arquitecto,human_combinatory,feminizar_profesiones
En la oficina  Daniel era diseñador gráfico aunque le hubiera gustado ser ingeniero y participa en actividades de rescate y ayuda en situaciones de emergencia.,En la oficina  Daniel era diseñador gráfico aunque le hubiera gustado ser ingeniero y participa en actividades de rescate y ayuda en situaciones de emergencia.,human_combinatory,feminizar_profesiones
Pablo era un técnico de sistemas malísimo y aprende nuevas habilidades de idiomas a través de cursos en línea.,Pablo era un técnico de sistemas malísimo y aprende nuevas habilidades de idiomas a través de cursos en línea.,human_combinatory,feminizar_profesiones
el tío de Pedro trabaja de psicólogo y se dedica a la costura y confección de sus propias prendas de vestir.,el tío de Pedro trabaja de psicólogo y se dedica a la costura y confección de sus propias prendas de vestir.,human_combinatory,feminizar_profesiones
Durante la semana  mi abuelo era un fantástico abogado,Durante la semana  mi abuelo era un fantástico abogado,human_combinatory,feminizar_profesiones
David es vendedor,David es vendedor,human_combinatory,feminizar_profesiones
el novio de mi prima es muy buen entrenador,el novio de mi prima es muy buen entrenador,human_combinatory,feminizar_profesiones
el padre de mi primo Luis es un gran investigador,el padre de mi primo Luis es un gran investigador,human_combinatory,feminizar_profesiones
Desde muy temprano  el padre de mi primo Luis era un investigador bastante malo,Desde muy temprano  el padre de mi primo Luis era un investigador bastante malo,human_combinatory,feminizar_profesiones
"A pesar de su juventud, el novio de Teresa está trabajando de analista financiero","A pesar de su juventud, el novio de Teresa está trabajando de analista financiero",human_combinatory,feminizar_profesiones
Desde el amanecer  mi cuñado era un gran consultor y soñaba con ser médico y dedica tiempo a la escritura y la creación de poesía.,Desde el amanecer  mi cuñado era un gran consultor y soñaba con ser médico y dedica tiempo a la escritura y la creación de poesía.,human_combinatory,feminizar_profesiones
el primo de Manuel era un recepcionista fantástico y se dedica a la jardinería y cultiva su propio huerto.,el primo de Manuel era un recepcionista fantástico y se dedica a la jardinería y cultiva su propio huerto.,human_combinatory,feminizar_profesiones
el marido de mi abuelo era soldador y practica yoga para relajarse y mantenerse en forma.,el marido de mi abuelo era soldador y practica yoga para relajarse y mantenerse en forma.,human_combinatory,feminizar_profesiones
"Con habilidades excepcionales,  Andrés era un gran soldado","Con habilidades excepcionales,  Andrés era un gran soldado",human_combinatory,feminizar_profesiones
Juan es conductor de autobús,Juan es conductor de autobús,human_combinatory,feminizar_profesiones
el tío de David es muy buen conductor de camión,el tío de David es muy buen conductor de camión,human_combinatory,feminizar_profesiones
el marido de José es un gran científico,el marido de José es un gran científico,human_combinatory,feminizar_profesiones
Tras obtener su título  el marido de José es un científico fantástico,Tras obtener su título  el marido de José es un científico fantástico,human_combinatory,feminizar_profesiones
Cada mañana el hermano de Miguel está trabajando de asistente administrativo,Cada mañana el hermano de Miguel está trabajando de asistente administrativo,human_combinatory,feminizar_profesiones
Después de graduarse  el cuñado de mi madre Elena era un gran asistente social aunque le hubiera gustado ser médico y colabora con organizaciones ambientales en la protección del medio ambiente.,Después de graduarse  el cuñado de mi madre Elena era un gran asistente social aunque le hubiera gustado ser médico y colabora con organizaciones ambientales en la protección del medio ambiente.,human_combinatory,feminizar_profesiones
el primo de Andrés era un asesor financiero bastante malo y realiza viajes en bicicleta para descubrir nuevos lugares.,el primo de Andrés era un asesor financiero bastante malo y realiza viajes en bicicleta para descubrir nuevos lugares.,human_combinatory,feminizar_profesiones
el cuñado de mi amigo está trabajando de médico de familia y se dedica a la fotografía y captura momentos especiales.,el cuñado de mi amigo está trabajando de médico de familia y se dedica a la fotografía y captura momentos especiales.,human_combinatory,feminizar_profesiones
Desde el inicio de su carrera  el novio de Fernando era un fantástico dentista,Desde el inicio de su carrera  el novio de Fernando era un fantástico dentista,human_combinatory,feminizar_profesiones
el tío de Javier trabaja de veterinario,el tío de Javier trabaja de veterinario,human_combinatory,feminizar_profesiones
el tío de mi padre es un gran científico de datos,el tío de mi padre es un gran científico de datos,human_combinatory,feminizar_profesiones
el tío de Andrea es muy buen instructor de fitness,el tío de Andrea es muy buen instructor de fitness,human_combinatory,feminizar_profesiones
"Desde la llegada de la primavera,  el tío de Andrea era un instructor de fitness bastante bueno","Desde la llegada de la primavera,  el tío de Andrea era un instructor de fitness bastante bueno",human_combinatory,feminizar_profesiones
Con dedicación sin igual Mario era profesor,Con dedicación sin igual Mario era profesor,human_combinatory,feminizar_profesiones
En la oficina  el hermano de Carlos era enfermero aunque desde hace poco es médico y asiste a eventos culturales como festivales de cine y teatro.,En la oficina  el hermano de Carlos era enfermero aunque desde hace poco es médico y asiste a eventos culturales como festivales de cine y teatro.,human_combinatory,feminizar_profesiones
mi hermano era un secretario fantástico y realiza actividades de voluntariado en refugios de animales.,mi hermano era un secretario fantástico y realiza actividades de voluntariado en refugios de animales.,human_combinatory,feminizar_profesiones
el marido de Rocío era asistente administrativo y organiza viajes de voluntariado para ayudar a comunidades necesitadas.,el marido de Rocío era asistente administrativo y organiza viajes de voluntariado para ayudar a comunidades necesitadas.,human_combinatory,feminizar_profesiones
Con meticulosidad  el novio de mi abuela Isabel era asistente social,Con meticulosidad  el novio de mi abuela Isabel era asistente social,human_combinatory,feminizar_profesiones
el hermano de mi primo está trabajando de recepcionista,el hermano de mi primo está trabajando de recepcionista,human_combinatory,feminizar_profesiones
el padre de Mario es un gran maestro,el padre de Mario es un gran maestro,human_combinatory,feminizar_profesiones
el amigo de mi tía Lucía es un gran asistente ejecutivo,el amigo de mi tía Lucía es un gran asistente ejecutivo,human_combinatory,feminizar_profesiones
La música y danzas de los argentinos son muy alegres,La música y danzas argentinas son muy alegres,GPT-3.5_fewshot,culturas
Los festivales y celebraciones de las brasileñas son muy coloridos,Los festivales y celebraciones brasileñas son muy coloridos,GPT-3.5_fewshot,culturas
Las artes culinarias y la gastronomía de los franceses son reconocidas internacionalmente,Las artes culinarias y la gastronomía francesas son reconocidas internacionalmente,GPT-3.5_fewshot,culturas
La arquitectura y el arte urbano de los italianos son impresionantes,La arquitectura y el arte urbano italianos son impresionantes,GPT-3.5_fewshot,culturas
Los paisajes y la naturaleza de las canadienses son increíbles,Los paisajes y la naturaleza canadienses son increíbles,GPT-3.5_fewshot,culturas
La literatura y la poesía de los españoles son muy apreciadas en todo el mundo,La literatura y la poesía españolas son muy apreciadas en todo el mundo,GPT-3.5_fewshot,culturas
Los deportes y juegos de las japonesas son una parte importante de su cultura,Los deportes y juegos japoneses son una parte importante de su cultura,GPT-3.5_fewshot,culturas
La moda y el diseño de los parisinos marcan tendencia en la industria,La moda y el diseño parisinos marcan tendencia en la industria,GPT-3.5_fewshot,culturas
Las tradiciones y festividades de las hindúes son llenas de color y alegría,Las tradiciones y festividades hindúes son llenas de color y alegría,GPT-3.5_fewshot,culturas
La filosofía y el pensamiento de los griegos han influido profundamente en la historia,La filosofía y el pensamiento griegos han influido profundamente en la historia,GPT-3.5_fewshot,culturas
Los avances tecnológicos y la innovación de las estadounidenses son notables,Los avances tecnológicos y la innovación estadounidenses son notables,GPT-3.5_fewshot,culturas
La música y las danzas de las africanas son muy diversas y llenas de ritmo,La música y las danzas africanas son muy diversas y llenas de ritmo,GPT-3.5_fewshot,culturas
Las tradiciones y costumbres de los tailandeses reflejan su rica historia y cultura,Las tradiciones y costumbres tailandesas reflejan su rica historia y cultura,GPT-3.5_fewshot,culturas
Los valores y la ética de las suecas promueven la igualdad y el bienestar,Los valores y la ética suecos promueven la igualdad y el bienestar,GPT-3.5_fewshot,culturas
La gastronomía y los sabores de las peruanas son reconocidos como algunos de los mejores del mundo,La gastronomía y los sabores peruanos son reconocidos como algunos de los mejores del mundo,GPT-3.5_fewshot,culturas
Los paisajes y la naturaleza de las noruegas son impresionantes en su belleza,Los paisajes y la naturaleza noruegas son impresionantes en su belleza,GPT-3.5_fewshot,culturas
La arquitectura y el arte urbano de los argentinos son una expresión única de su identidad,La arquitectura y el arte urbano argentinos son una expresión única de su identidad,GPT-3.5_fewshot,culturas
Los festivales y las celebraciones de las colombianas son vibrantes y llenos de energía,Los festivales y las celebraciones colombianas son vibrantes y llenos de energía,GPT-3.5_fewshot,culturas
La literatura y la poesía de las chilenas reflejan su diversidad cultural y geográfica,La literatura y la poesía chilenas reflejan su diversidad cultural y geográfica,GPT-3.5_fewshot,culturas
Los avances tecnológicos y la innovación de las surcoreanas son destacados a nivel mundial,Los avances tecnológicos y la innovación surcoreanas son destacados a nivel mundial,GPT-3.5_fewshot,culturas
Los hábitos y tradiciones de los mexicanos están arraigados en su historia,Los hábitos y tradiciones mexicanas están arraigados en su historia,GPT-3.5_fewshot,culturas
Las costumbres y la religión de las indias son parte fundamental de su identidad,Las costumbres y la religión indias son parte fundamental de su identidad,GPT-3.5_fewshot,culturas
Los paisajes y la naturaleza de las australianas son impresionantes en su diversidad,Los paisajes y la naturaleza australianas son impresionantes en su diversidad,GPT-3.5_fewshot,culturas
La gastronomía y los sabores de los italianos son reconocidos a nivel mundial,La gastronomía y los sabores italianos son reconocidos a nivel mundial,GPT-3.5_fewshot,culturas
Los festivales y celebraciones de las españolas son una manifestación de su alegría y diversidad,Los festivales y celebraciones españolas son una manifestación de su alegría y diversidad,GPT-3.5_fewshot,culturas
La literatura y la poesía de las francesas son admiradas por su elegancia y profundidad,La literatura y la poesía francesas son admiradas por su elegancia y profundidad,GPT-3.5_fewshot,culturas
Los avances tecnológicos y la innovación de las chinas son destacados en el mundo moderno,Los avances tecnológicos y la innovación chinas son destacados en el mundo moderno,GPT-3.5_fewshot,culturas
Las tradiciones y costumbres de los japoneses reflejan su respeto por la historia y la naturaleza,Las tradiciones y costumbres japonesas reflejan su respeto por la historia y la naturaleza,GPT-3.5_fewshot,culturas
Los paisajes y la naturaleza de las noruegas son admirados por su belleza y pureza,Los paisajes y la naturaleza noruegas son admirados por su belleza y pureza,GPT-3.5_fewshot,culturas
La música y las danzas de los cubanos son una expresión de su pasión y alegría de vivir,La música y las danzas cubanas son una expresión de su pasión y alegría de vivir,GPT-3.5_fewshot,culturas
Los festivales y celebraciones de los brasileños son conocidos por su colorido y alegría contagiosa,Los festivales y celebraciones brasileños son conocidos por su colorido y alegría contagiosa,GPT-3.5_fewshot,culturas
La gastronomía y los sabores de los tailandeses son una delicia para los sentidos,La gastronomía y los sabores tailandeses son una delicia para los sentidos,GPT-3.5_fewshot,culturas
Las costumbres y tradiciones de los japoneses son un reflejo de su profundo respeto por la historia y la naturaleza,Las costumbres y tradiciones japonesas son un reflejo de su profundo respeto por la historia y la naturaleza,GPT-3.5_fewshot,culturas
Los paisajes y la naturaleza de los suizos son admirados por su belleza y serenidad,Los paisajes y la naturaleza suizos son admirados por su belleza y serenidad,GPT-3.5_fewshot,culturas
